DTALite:
A Fast Open Source DTA Engine
Software Version =,1.1.0
Release Date=,Jun 25 2016
Simulation Date =,year: 2017,month:01,day:30,hour:14,min:27
----------------------test1----------------------
Signal Control Representation =,Continuous Flow with Link Capacity Constraint
Traffic Flow Model =,Point Queue Model
Assignment method=,MSA
 


# of Nodes=,24
# of Link Types=,12
# of Links=,76
# of Prohibited Movements=,0
# of Pretimed Signals=,0
# of Actuated Signals=,0
# of Zones=,24
# of Activity Locations=,24
# of Vehicle Types=,5
# of Demand Types=,4
# of Sensor Records=,0
Demand Load Mode=,demand meta databaseReading demand file,input_demand.csv,cumulative # of agents=,360600,


Demand multiplier in input_scenario_settings.csv file=,1
# of Vehicles to be simulated=,360600
# of Intra-zone Vehicles (not be simulated)=,0
Starting Time of Demand Loading (min)=,420
Ending Time of Demand Loading (min)=,540
Output Emission data=,YES
Output second by second speed data=,NO
Vehicle ID with second by second speed data=,0

--Link Type Statistics--
link_type,link_type_name,link_type_code,number_of_links,avg_lane_capacity,avg_number_of_lanes,avg_speed_limit,avg_link_length,avg_K_jam,total_link_length,
1,Freeway,f,76,10247.2,2.88158,60,4.13158,180,314,
2,Highway,h,0,0,0,0,0,0,0,
3,Principal arterial,a,0,0,0,0,0,0,0,
4,Major arterial,a,0,0,0,0,0,0,0,
5,Minor arterial,a,0,0,0,0,0,0,0,
6,Collector,a,0,0,0,0,0,0,0,
7,Local,a,0,0,0,0,0,0,0,
8,Frontage road,a,0,0,0,0,0,0,0,
9,Ramp,r,0,0,0,0,0,0,0,
10,Zonal connector,c,0,0,0,0,0,0,0,
100,Transit link,t,0,0,0,0,0,0,0,
200,Walking link,w,0,0,0,0,0,0,0,
# of demand type code based toll records=0
Assignment method=,Zone-based routing
Iteration #,CPU Running Time,Per Iteration CPU Running Time,# of agents,Avg Travel Time (min),Avg Waiting Time at Origin (min),Avg Trip Time Index=(Mean TT/Free-flow TT),Avg Distance,Avg Speed,Avg CO (g),% considering to switch,% switched,% completing trips,network clearance time (in min),Avg User Equilibirum (UE) gap (min),Relative UE gap (%),ODME: number of data points,ODME: Absolute link count error,ODME: % link count error,ODME: slope =observed/estimated link count,ODME: r_squared link count,travel_time_ 7:00,travel_time_ 7:15,travel_time_ 7:30,travel_time_ 7:45,travel_time_ 8:00,travel_time_ 8:15,travel_time_ 8:30,travel_time_ 8:45,Avg UE gap_ 7:00,Avg UE gap_ 7:15,Avg UE gap_ 7:30,Avg UE gap_ 7:45,Avg UE gap_ 8:00,Avg UE gap_ 8:15,Avg UE gap_ 8:30,Avg UE gap_ 8:45,Relative UE gap_ 7:00,Relative UE gap_ 7:15,Relative UE gap_ 7:30,Relative UE gap_ 7:45,Relative UE gap_ 8:00,Relative UE gap_ 8:15,Relative UE gap_ 8:30,Relative UE gap_ 8:45,
1,00:00:05,00:00:05,360600,9.59507,3.54836,1.49229,8.80754,55.0754,11314.8,100,100,100,840, , , , , , , ,9.28961,9.53925,9.56538,9.62072,9.66788,9.6898,9.74853,9.67797, , , , , , , , , , , , , , , , ,


--Time Dependent Network MOE--,60 min interval
time_stamp_in_min,time_clock,cumulative_in_flow_count,cumulative_out_flow_count,number_vehicles_in_network,number_vehicles_entering_network,total_vehicle_mile_traveled,avg_trip_time (departure_time_based),avg_trip_time_index = trip time/FFTT,avg_distance,avg_speed,
20,19,f,Freeway,4.0000,420,540,4500,5002.6074,15007.8223,0.1499,0.0000,60.0000,59.8719,4.0000,4.0086,100,A,0,0.0000,4500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4500,0,0,0,4500,0,0,0,0,"<LineString><coordinates>16.978937,23.790170,0.0 2.990533,23.709122,0.0</coordinates></LineString>",20,19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2100.0000,2253.0000,147.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,59.9001,59.8438,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
20,21,f,Freeway,6.0000,420,540,4400,5059.9121,15179.7363,0.1449,0.0000,60.0000,59.5675,6.0000,6.0436,99,A,0,0.0000,4400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4400,0,0,0,4400,0,0,0,0,"<LineString><coordinates>43.169128,23.790170,0.0 30.581594,23.790170,0.0</coordinates></LineString>",20,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1871.0000,2209.0000,320.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,59.5525,59.5645,59.9359,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
20,22,f,Freeway,5.0000,420,540,5300,5075.6973,15227.0918,0.1740,0.0000,60.0000,59.2297,5.0000,5.0650,99,A,0,0.0000,5300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5300,0,0,0,5300,0,0,0,0,"<LineString><coordinates>30.581594,23.790170,0.0 16.978937,23.790170,0.0</coordinates></LineString>",20,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2285.0000,2656.0000,359.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,59.1780,59.2510,59.7610,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
21,20,f,Freeway,6.0000,420,540,4300,5059.9121,15179.7363,0.1416,0.0000,60.0000,59.4012,6.0000,6.0605,99,A,0,0.0000,4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4300,0,0,0,4300,0,0,0,0,"<LineString><coordinates>16.978937,23.790170,0.0 2.990533,23.709122,0.0</coordinates></LineString>",21,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1814.0000,2154.0000,332.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,59.3567,59.4127,59.9599,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
21,22,f,Freeway,2.0000,420,540,13000,5229.9102,15689.7305,0.4143,0.0000,60.0000,58.1608,2.0000,2.0632,97,A,0,0.0000,13000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13000,0,0,0,13000,0,0,0,0,"<LineString><coordinates>43.169128,23.790170,0.0 30.581594,23.790170,0.0</coordinates></LineString>",21,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5897.0000,6517.0000,586.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,58.1726,58.0799,59.3965,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
21,24,f,Freeway,3.0000,420,540,12800,4885.3574,14656.0723,0.4367,0.0000,60.0000,58.4857,3.0000,3.0777,97,A,0,0.0000,12800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12800,0,0,0,12800,0,0,0,0,"<LineString><coordinates>30.581594,23.790170,0.0 16.978937,23.790170,0.0</coordinates></LineString>",21,24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5567.0000,6416.0000,817.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,58.4834,58.3947,59.7120,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
22,15,f,Freeway,3.0000,420,540,22900,9599.1807,28797.5430,0.3976,0.0000,60.0000,59.0279,3.0000,3.0494,98,A,0,0.0000,22900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22900,0,0,0,22900,0,0,0,0,"<LineString><coordinates>16.978937,23.790170,0.0 2.990533,23.709122,0.0</coordinates></LineString>",22,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10519.0000,11470.0000,911.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,59.0442,58.9892,59.8006,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
22,20,f,Freeway,5.0000,420,540,5300,5075.6973,15227.0918,0.1740,0.0000,60.0000,59.5010,5.0000,5.0419,99,A,0,0.0000,5300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5300,0,0,0,5300,0,0,0,0,"<LineString><coordinates>43.169128,23.790170,0.0 30.581594,23.790170,0.0</coordinates></LineString>",22,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2385.0000,2655.0000,260.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,59.4636,59.5334,59.7874,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
22,21,f,Freeway,2.0000,420,540,13000,5229.9102,15689.7305,0.4143,0.0000,60.0000,58.0185,2.0000,2.0683,97,A,0,0.0000,13000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13000,0,0,0,13000,0,0,0,0,"<LineString><coordinates>30.581594,23.790170,0.0 16.978937,23.790170,0.0</coordinates></LineString>",22,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5798.0000,6517.0000,685.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,57.9912,57.9346,59.5588,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
22,23,f,Freeway,4.0000,420,540,5800,5000.0000,15000.0000,0.1933,0.0000,60.0000,58.6033,4.0000,4.0953,98,A,0,0.0000,5800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5800,0,0,0,5800,0,0,0,0,"<LineString><coordinates>16.978937,23.790170,0.0 2.990533,23.709122,0.0</coordinates></LineString>",22,23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2488.0000,2903.0000,409.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,58.5950,58.5360,59.6451,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
23,14,f,Freeway,4.0000,420,540,7800,4924.7905,14774.3711,0.2640,0.0000,60.0000,59.4319,4.0000,4.0382,99,A,0,0.0000,7800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7800,0,0,0,7800,0,0,0,0,"<LineString><coordinates>43.169128,23.790170,0.0 30.581594,23.790170,0.0</coordinates></LineString>",23,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3557.0000,3907.0000,336.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,59.4387,59.4129,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
23,22,f,Freeway,4.0000,420,540,5800,5000.0000,15000.0000,0.1933,0.0000,60.0000,59.8344,4.0000,4.0111,100,A,0,0.0000,5800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5800,0,0,0,5800,0,0,0,0,"<LineString><coordinates>30.581594,23.790170,0.0 16.978937,23.790170,0.0</coordinates></LineString>",23,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2707.0000,2906.0000,187.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,59.8375,59.8314,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
23,24,f,Freeway,2.0000,420,540,5700,5078.5083,15235.5254,0.1871,0.0000,60.0000,58.8396,2.0000,2.0394,98,A,0,0.0000,5700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5700,0,0,0,5700,0,0,0,0,"<LineString><coordinates>16.978937,23.790170,0.0 2.990533,23.709122,0.0</coordinates></LineString>",23,24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2639.0000,2857.0000,204.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,58.8277,58.8043,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
24,13,f,Freeway,4.0000,420,540,10800,5091.2563,15273.7695,0.3535,0.0000,60.0000,58.8412,4.0000,4.0788,98,A,0,0.0000,10800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10800,0,0,0,10800,0,0,0,0,"<LineString><coordinates>43.169128,23.790170,0.0 30.581594,23.790170,0.0</coordinates></LineString>",24,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4553.0000,5417.0000,830.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,58.8228,58.7887,59.6542,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
24,21,f,Freeway,3.0000,420,540,12700,4885.3574,14656.0723,0.4333,0.0000,60.0000,58.7234,3.0000,3.0652,98,A,0,0.0000,12700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12700,0,0,0,12700,0,0,0,0,"<LineString><coordinates>30.581594,23.790170,0.0 16.978937,23.790170,0.0</coordinates></LineString>",24,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5629.0000,6367.0000,704.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,58.7067,58.6716,59.8365,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,
24,23,f,Freeway,2.0000,420,540,5700,5078.5083,15235.5254,0.1871,0.0000,60.0000,57.9065,2.0000,2.0723,97,A,0,0.0000,5700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5700,0,0,0,5700,0,0,0,0,"<LineString><coordinates>16.978937,23.790170,0.0 2.990533,23.709122,0.0</coordinates></LineString>",24,23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2578.0000,2860.0000,262.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,57.9438,57.7861,59.3620,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,60.0000,


--MOE Group 9--
Detailed Data:,output_ODMOE.csv
from_zone_id,to_zone_id,number_of_agents,number_of_agents_completing_trips,trip_time_in_min,distance
1,2,100,100,6.0310,6.0000
1,3,100,100,4.0310,4.0000
1,4,500,500,8.0642,8.0000
1,5,200,200,10.1510,10.0000
1,6,300,300,11.0957,11.0000
1,7,500,500,16.2604,16.0000
1,8,800,800,13.1769,13.0000
1,9,500,500,15.2316,15.0000
1,10,1300,1300,18.3232,18.0000
1,11,500,500,14.1494,14.0000
1,12,200,200,8.0380,8.0000
1,13,500,500,11.1388,11.0000
1,14,300,300,18.2297,18.0000
1,15,500,500,23.3262,23.0000
1,16,500,500,18.2622,18.0000
1,17,400,400,20.3377,20.0000
1,18,100,100,18.3600,18.0000
1,19,300,300,22.4417,22.0000
1,20,300,300,22.3857,22.0000
1,21,100,100,18.2970,18.0000
1,22,400,400,20.4000,20.0000
1,23,300,300,17.2937,17.0000
1,24,100,100,15.2140,15.0000
2,1,100,100,6.0310,6.0000
2,3,100,100,10.1260,10.0000
2,4,200,200,11.1165,11.0000
2,5,100,100,9.0790,9.0000
2,6,400,400,5.0307,5.0000
2,7,200,200,10.2105,10.0000
2,8,400,400,7.1240,7.0000
2,9,200,200,14.1585,14.0000
2,10,600,600,22.1667,16.0000
2,11,200,200,17.2020,17.0000
2,12,100,100,14.1270,14.0000
2,13,300,300,17.2143,17.0000
2,14,100,100,21.3020,21.0000
2,15,100,100,19.4660,19.0000
2,16,400,400,12.2178,12.0000
2,17,200,200,14.3050,14.0000
2,19,100,100,16.3900,16.0000
2,20,100,100,16.3390,16.0000
2,22,100,100,21.4240,21.0000
3,1,100,100,4.0310,4.0000
3,2,100,100,10.1140,10.0000
3,4,200,200,4.0305,4.0000
3,5,100,100,6.1260,6.0000
3,6,300,300,10.1720,10.0000
3,7,100,100,15.3430,15.0000
3,8,200,200,12.2495,12.0000
3,9,100,100,11.2080,11.0000
3,10,300,300,14.3053,14.0000
3,11,300,300,10.1233,10.0000
3,12,200,200,4.0305,4.0000
3,13,100,100,7.1280,7.0000
3,14,100,100,14.2210,14.0000
3,15,100,100,19.3090,19.0000
3,16,200,200,17.3395,17.0000
3,17,100,100,19.4300,19.0000
3,22,100,100,16.3950,16.0000
3,23,100,100,13.2970,13.0000
4,1,500,500,8.0388,8.0000
4,2,200,200,11.1070,11.0000
4,3,200,200,4.0305,4.0000
4,5,500,500,2.0304,2.0000
4,6,400,400,6.0757,6.0000
4,7,400,400,11.2510,11.0000
4,8,700,700,8.1679,8.0000
4,9,700,700,7.1164,7.0000
4,10,1200,1200,10.2118,10.0000
4,11,1400,1400,6.0305,6.0000
4,12,600,600,8.0482,8.0000
4,13,600,600,11.1367,11.0000
4,14,500,500,10.1264,10.0000
4,15,500,500,15.2172,15.0000
4,16,800,800,13.2601,13.0000
4,17,500,500,15.3364,15.0000
4,18,100,100,13.3290,13.0000
4,19,200,200,17.4325,17.0000
4,20,300,300,17.3633,17.0000
4,21,200,200,18.2980,18.0000
4,22,400,400,18.3040,18.0000
4,23,500,500,14.2116,14.0000
4,24,200,200,15.2145,15.0000
5,1,200,200,10.0885,10.0000
5,2,100,100,9.0760,9.0000
5,3,100,100,6.0980,6.0000
5,4,500,500,2.0304,2.0000
5,6,200,200,4.0305,4.0000
5,7,200,200,9.2020,9.0000
5,8,500,500,6.1260,6.0000
5,9,800,800,5.0306,5.0000
5,10,1000,1000,8.1263,8.0000
5,11,500,500,8.1224,8.0000
5,12,200,200,10.0890,10.0000
5,13,200,200,13.1705,13.0000
5,14,100,100,12.2190,12.0000
5,15,200,200,14.2200,14.0000
5,16,500,500,11.2210,11.0000
5,17,200,200,13.2965,13.0000
5,19,100,100,15.4030,15.0000
5,20,100,100,15.3510,15.0000
5,21,100,100,19.3950,19.0000
5,22,200,200,17.3085,17.0000
5,23,100,100,16.3090,16.0000
6,1,300,300,11.0357,11.0000
6,2,400,400,5.0307,5.0000
6,3,300,300,10.1350,10.0000
6,4,400,400,6.0740,6.0000
6,5,200,200,4.0305,4.0000
6,7,400,400,5.1285,5.0000
6,8,800,800,2.0314,2.0000
6,9,400,400,9.1072,9.0000
6,10,800,800,16.9723,11.0000
6,11,400,400,12.1658,12.0000
6,12,200,200,14.1545,14.0000
6,13,200,200,17.2405,17.0000
6,14,100,100,16.2570,16.0000
6,15,200,200,14.4020,14.0000
6,16,900,900,7.1297,7.0000
6,17,500,500,9.2228,9.0000
6,18,100,100,7.2190,7.0000
6,19,200,200,11.3155,11.0000
6,20,300,300,11.2497,11.0000
6,21,100,100,17.3280,17.0000
6,22,200,200,16.3550,16.0000
6,23,100,100,20.3280,20.0000
6,24,100,100,20.3990,20.0000
7,1,500,500,16.1832,16.0000
7,2,200,200,10.1710,10.0000
7,3,100,100,15.2760,15.0000
7,4,400,400,11.2080,11.0000
7,5,200,200,9.1745,9.0000
7,6,400,400,5.1222,5.0000
7,8,1000,1000,3.0305,3.0000
7,9,600,600,17.9310,12.0000
7,10,1900,1900,14.8475,9.0000
7,11,500,500,19.9310,14.0000
7,12,700,700,19.2946,19.0000
7,13,400,400,19.3432,19.0000
7,14,200,200,17.4715,17.0000
7,15,500,500,12.3860,12.0000
7,16,1400,1400,5.1160,5.0000
7,17,1000,1000,7.2105,7.0000
7,18,200,200,2.0305,2.0000
7,19,400,400,9.3087,9.0000
7,20,500,500,6.0768,6.0000
7,21,200,200,12.1670,12.0000
7,22,500,500,11.1718,11.0000
7,23,200,200,15.2625,15.0000
7,24,100,100,15.2580,15.0000
8,1,800,800,13.0940,13.0000
8,2,400,400,7.1128,7.0000
8,3,200,200,12.1690,12.0000
8,4,700,700,8.1289,8.0000
8,5,500,500,6.0860,6.0000
8,6,800,800,2.0306,2.0000
8,7,1000,1000,3.0305,3.0000
8,9,800,800,10.0306,10.0000
8,10,1600,1600,14.7504,9.0000
8,11,800,800,19.8371,14.0000
8,12,600,600,16.2027,16.0000
8,13,600,600,19.2823,19.0000
8,14,400,400,17.3970,17.0000
8,15,600,600,12.3055,12.0000
8,16,2200,2200,5.0306,5.0000
8,17,1400,1400,7.1263,7.0000
8,18,300,300,5.1283,5.0000
8,19,700,700,9.2206,9.0000
8,20,900,900,9.1707,9.0000
8,21,400,400,15.2338,15.0000
8,22,500,500,14.2642,14.0000
8,23,300,300,18.3893,18.0000
8,24,200,200,18.3430,18.0000
9,1,500,500,15.1376,15.0000
9,2,200,200,14.1055,14.0000
9,3,100,100,11.1380,11.0000
9,4,700,700,7.0729,7.0000
9,5,800,800,5.0306,5.0000
9,6,400,400,9.0737,9.0000
9,7,600,600,15.1218,12.0000
9,8,800,800,10.0306,10.0000
9,10,2800,2800,3.0305,3.0000
9,11,1400,1400,8.1280,8.0000
9,12,600,600,14.2202,14.0000
9,13,600,600,17.3043,17.0000
9,14,600,600,12.2260,12.0000
9,15,900,900,9.1280,9.0000
9,16,1400,1400,9.9965,7.0000
9,17,900,900,12.0889,9.0000
9,18,200,200,13.0925,10.0000
9,19,400,400,14.1800,11.0000
9,20,600,600,17.1308,14.0000
9,21,300,300,14.3087,14.0000
9,22,700,700,12.2206,12.0000
9,23,500,500,16.3060,16.0000
9,24,200,200,17.3965,17.0000
10,1,1300,1300,18.2191,18.0000
10,2,600,600,53.7823,16.0000
10,3,300,300,14.2243,14.0000
10,4,1200,1200,10.1575,10.0000
10,5,1000,1000,8.1173,8.0000
10,6,800,800,48.7619,11.0000
10,7,1900,1900,46.7233,9.0000
10,8,1600,1600,46.7049,9.0000
10,9,2800,2800,3.0305,3.0000
10,11,4000,4000,5.0305,5.0000
10,12,2000,2000,11.1247,11.0000
10,13,1900,1900,14.2120,14.0000
10,14,2100,2100,9.1280,9.0000
10,15,4000,4000,6.0306,6.0000
10,16,4400,4400,41.6484,4.0000
10,17,3900,3900,43.7028,6.0000
10,18,700,700,44.7141,7.0000
10,19,1800,1800,45.7570,8.0000
10,20,2500,2500,48.7277,11.0000
10,21,1200,1200,11.2194,11.0000
10,22,2600,2600,9.1255,9.0000
10,23,1800,1800,13.2139,13.0000
10,24,800,800,14.2984,14.0000
11,1,500,500,14.0722,14.0000
11,2,200,200,17.2075,17.0000
11,3,300,300,10.0913,10.0000
11,4,1500,1500,6.0306,6.0000
11,5,500,500,8.1250,8.0000
11,6,400,400,12.1687,12.0000
11,7,500,500,17.1650,14.0000
11,8,800,800,17.1354,14.0000
11,9,1400,1400,8.1263,8.0000
11,10,3900,3900,5.0305,5.0000
11,12,1400,1400,6.0305,6.0000
11,13,1000,1000,9.1200,9.0000
11,14,1600,1600,4.0345,4.0000
11,15,1400,1400,9.1304,9.0000
11,16,1400,1400,12.0445,9.0000
11,17,1000,1000,14.1350,11.0000
11,18,100,100,15.1450,12.0000
11,19,400,400,12.2220,12.0000
11,20,600,600,16.2890,16.0000
11,21,400,400,13.2712,13.0000
11,22,1100,1100,12.2236,12.0000
11,23,1300,1300,8.1229,8.0000
11,24,600,600,10.1850,10.0000
12,1,200,200,8.0375,8.0000
12,2,100,100,14.1060,14.0000
12,3,200,200,4.0305,4.0000
12,4,600,600,8.0652,8.0000
12,5,200,200,10.1510,10.0000
12,6,200,200,14.2085,14.0000
12,7,700,700,19.3614,19.0000
12,8,600,600,16.2825,16.0000
12,9,600,600,14.2167,14.0000
12,10,2000,2000,11.1254,11.0000
12,11,1400,1400,6.0305,6.0000
12,13,1300,1300,3.0306,3.0000
12,14,700,700,10.1319,10.0000
12,15,700,700,15.2207,15.0000
12,16,700,700,18.2229,15.0000
12,17,600,600,20.3077,17.0000
12,18,200,200,21.3080,18.0000
12,19,300,300,18.3110,18.0000
12,20,400,400,16.2920,16.0000
12,21,300,300,10.2173,10.0000
12,22,700,700,12.3106,12.0000
12,23,700,700,9.2130,9.0000
12,24,500,500,7.1258,7.0000
13,1,500,500,11.1000,11.0000
13,2,300,300,17.1733,17.0000
13,3,100,100,7.0970,7.0000
13,4,600,600,11.1168,11.0000
13,5,200,200,13.2370,13.0000
13,6,200,200,17.2755,17.0000
13,7,400,400,19.3190,19.0000
13,8,600,600,19.3248,19.0000
13,9,600,600,17.3068,17.0000
13,10,1900,1900,14.2203,14.0000
13,11,1000,1000,9.1280,9.0000
13,12,1300,1300,3.0306,3.0000
13,14,600,600,10.1835,10.0000
13,15,700,700,12.3080,12.0000
